,channel_name,subscribers,title,views,post_date,channel_join_date,channel_views,channel_description
497,Mrwhosetheboss,7.71M subscribers,I switched to iPhone - This is what I found out.,3.5M views,6 months ago,,,
498,Mrwhosetheboss,7.71M subscribers,Huawei Mate 30 Pro vs iPhone 11 Pro Max / iPhone 11 / Samsung Note 10+ Battery Test,3.5M views,1 year ago,,,
499,Mrwhosetheboss,7.71M subscribers,"12 Amazing Android SECRETS, TIPS and TRICKS",3.5M views,4 years ago,,,
500,Mrwhosetheboss,7.71M subscribers,vivo X50 Pro Unboxing - World's first Rotating Camera.,3.5M views,1 year ago,,,
501,Mrwhosetheboss,7.71M subscribers,The Apple Master Plan.,3.5M views,1 year ago,,,
502,Mrwhosetheboss,7.71M subscribers,The Flagship Phone that's now $330...,3.4M views,2 years ago,,,
503,Mrwhosetheboss,7.71M subscribers,What you didn't know about Google.,3.4M views,1 year ago,,,
504,Mrwhosetheboss,7.71M subscribers,Huawei Mate 30 Pro is SO good it hurts.,3.3M views,1 year ago,,,
505,Mrwhosetheboss,7.71M subscribers,12 Smartphone Gadgets for 2019.,3.3M views,2 years ago,,,
506,Mrwhosetheboss,7.71M subscribers,OnePlus 8T vs Google Pixel 5 - The Brutal Truth.,3.3M views,9 months ago,,,
507,Mrwhosetheboss,7.71M subscribers,Mystery Smartphone UNBOXING from Red Magic,3.2M views,2 years ago,,,
508,Mrwhosetheboss,7.71M subscribers,Huawei P20 vs P20 Pro vs iPhone 8 Plus vs S9 Battery Drain Test!,3.2M views,3 years ago,,,
509,Mrwhosetheboss,7.71M subscribers,Samsung S9/ S9+ vs iPhone X vs Galaxy Note 8 Battery Life DRAIN TEST,3.2M views,3 years ago,,,
510,Mrwhosetheboss,7.71M subscribers,Vivo X60 Pro Plus - This is getting Ridiculous! 😂,3.2M views,3 months ago,,,
511,Mrwhosetheboss,7.71M subscribers,The Ultimate Samsung Galaxy Comparison.,3.2M views,1 year ago,,,
512,Mrwhosetheboss,7.71M subscribers,What happened to Beats by Dre?,3.2M views,6 months ago,,,
513,Mrwhosetheboss,7.71M subscribers,50 Smartphone Gadgets you might have NEVER seen.,3.1M views,2 years ago,,,
514,Mrwhosetheboss,7.71M subscribers,18 Smartphone Gadgets to Change Everything.,3.1M views,1 year ago,,,
515,Mrwhosetheboss,7.71M subscribers,What you didn't know about Xiaomi.,3.1M views,4 months ago,,,
516,Mrwhosetheboss,7.71M subscribers,What Nokia has REALLY been working on.,3.1M views,1 year ago,,,
517,Mrwhosetheboss,7.71M subscribers,OnePlus 6 vs Samsung Galaxy S9 Plus,3.1M views,3 years ago,,,
518,Mrwhosetheboss,7.71M subscribers,Vivo NEX 3 vs Samsung Galaxy Note 10 Plus,3.1M views,1 year ago,,,
519,Mrwhosetheboss,7.71M subscribers,Mystery Samsung Smartphone Unboxing.,3.1M views,1 year ago,,,
520,Mrwhosetheboss,7.71M subscribers,19 Smartphone Gadgets that Blew me Away.,3M views,8 months ago,,,
521,Mrwhosetheboss,7.71M subscribers,I downloaded the most expensive Android app EVER.,3M views,2 years ago,,,
522,Mrwhosetheboss,7.71M subscribers,"""Smartphones are Boring now.""",3M views,7 months ago,,,
523,Mrwhosetheboss,7.71M subscribers,Huawei is replacing Android.,3M views,10 months ago,,,
524,Mrwhosetheboss,7.71M subscribers,Huawei Mate 30 Pro vs iPhone 11 Pro Max vs Samsung Note 10 Plus Camera Test Comparison!,3M views,1 year ago,,,
525,Mrwhosetheboss,7.71M subscribers,Top 20 BEST Smartphones of 2019.,3M views,1 year ago,,,
526,Mrwhosetheboss,7.71M subscribers,20 Android Apps for 2020.,2.9M views,1 year ago,,,
527,Mrwhosetheboss,7.71M subscribers,Mystery Unboxing from Xiaomi.,2.9M views,2 years ago,,,
528,Mrwhosetheboss,7.71M subscribers,14 Smartphone Gadgets you might not believe Exist.,2.9M views,2 years ago,,,
529,Mrwhosetheboss,7.71M subscribers,iPhone 12 Pro vs iPhone 12 vs iPhone 11 Pro Camera Test Comparison.,2.9M views,8 months ago,,,
530,Mrwhosetheboss,7.71M subscribers,Redmi K20 Pro UNBOXING and REVIEW!,2.9M views,2 years ago,,,
531,Mrwhosetheboss,7.71M subscribers,Unboxing the $399 Foldable Phone.,2.9M views,1 year ago,,,
532,Mrwhosetheboss,7.71M subscribers,Samsung Galaxy S20 vs iPhone 11,2.9M views,1 year ago,,,
533,Mrwhosetheboss,7.71M subscribers,A Battery that'll change Smartphones forever.,2.9M views,1 year ago,,,
534,Mrwhosetheboss,7.71M subscribers,Huawei P30 Pro - A Day in the Life.,2.9M views,2 years ago,,,
535,Mrwhosetheboss,7.71M subscribers,Samsung Galaxy S9+ Unboxing! (Clone),2.8M views,3 years ago,,,
536,Mrwhosetheboss,7.71M subscribers,What you didn't know about Huawei.,2.8M views,1 year ago,,,
537,Mrwhosetheboss,7.71M subscribers,20 Next-Level Inventions you didn't think were Possible.,2.8M views,2 months ago,,,
538,Mrwhosetheboss,7.71M subscribers,10 Android Mods that Change Everything,2.8M views,3 years ago,,,
539,Mrwhosetheboss,7.71M subscribers,STOP Buying this Tech Scam.,2.7M views,1 month ago,,,
540,Mrwhosetheboss,7.71M subscribers,Samsung and Google are at War.,2.7M views,10 months ago,,,
541,Mrwhosetheboss,7.71M subscribers,Huawei's Operating System of the Future?,2.7M views,1 year ago,,,
542,Mrwhosetheboss,7.71M subscribers,Oppo Find X3 Pro Review - wait WHAT!?,2.7M views,4 months ago,,,
543,Mrwhosetheboss,7.71M subscribers,Why does nobody buy LG Smartphones?,2.7M views,4 months ago,,,
544,Mrwhosetheboss,7.71M subscribers,The Problem with Fast Chargers.,2.7M views,9 months ago,,,
545,Mrwhosetheboss,7.71M subscribers,Dear Apple.,2.7M views,1 week ago,,,
546,Mrwhosetheboss,7.71M subscribers,iPhone 12 Pro Max Unboxing & Review!,2.7M views,8 months ago,,,
547,Mrwhosetheboss,7.71M subscribers,OnePlus 7T Pro vs Samsung Galaxy Note 10 Plus!,2.6M views,1 year ago,,,
548,Mrwhosetheboss,7.71M subscribers,Zenfone 8 - The most boring INCREDIBLE phone ever.,2.6M views,2 months ago,,,
549,Mrwhosetheboss,7.71M subscribers,"The Truth about Xiaomi ""Air Charging""",2.6M views,5 months ago,,,
550,Mrwhosetheboss,7.71M subscribers,The Fastest Android Phone Ever.,2.6M views,7 months ago,,,
551,Mrwhosetheboss,7.71M subscribers,OnePlus 7 Pro vs Samsung Galaxy S10 Plus,2.6M views,2 years ago,,,
552,Mrwhosetheboss,7.71M subscribers,15 Smartphone Gadgets for 2019.,2.6M views,1 year ago,,,
553,Mrwhosetheboss,7.71M subscribers,iPhone XS / XS Max vs Galaxy Note 9 vs iPhone X Battery Life DRAIN TEST,2.6M views,2 years ago,,,
554,Mrwhosetheboss,7.71M subscribers,10 Smartphone Gadgets you may not believe exist.,2.6M views,2 years ago,,,
555,Mrwhosetheboss,7.71M subscribers,Samsung S10 Lite & Note 10 Lite – The Confusing Truth.,2.6M views,1 year ago,,,
556,Mrwhosetheboss,7.71M subscribers,I quit my job to play with smartphones.,2.6M views,1 year ago,,,
557,Mrwhosetheboss,7.71M subscribers,OnePlus 9 Pro vs Samsung S21 Ultra Camera Test Comparison.,2.6M views,3 months ago,,,
558,Mrwhosetheboss,7.71M subscribers,iPhone SE vs iPhone 11 vs iPhone 11 Pro vs Samsung vs OnePlus Battery Drain Test!,2.6M views,1 year ago,,,
559,Mrwhosetheboss,7.71M subscribers,Smartphone Gadgets you might not believe Existed...,2.5M views,2 years ago,,,
560,Mrwhosetheboss,7.71M subscribers,Samsung Galaxy Z Fold 2 - The Big Problem.,2.5M views,11 months ago,,,
561,Mrwhosetheboss,7.71M subscribers,Qualcomm Snapdragon 865 Features!,2.5M views,1 year ago,,,
562,Mrwhosetheboss,7.71M subscribers,Top 15 BEST Smartphones of 2019 (Mid Year).,2.5M views,2 years ago,,,
563,Mrwhosetheboss,7.71M subscribers,if smartphone commercials were EXTREMELY honest.,2.5M views,3 months ago,,,
564,Mrwhosetheboss,7.71M subscribers,Galaxy S10 - 8 Exciting things!,2.5M views,3 years ago,,,
565,Mrwhosetheboss,7.71M subscribers,Galaxy S21 Ultra - Exynos vs Snapdragon.,2.5M views,5 months ago,,,
566,Mrwhosetheboss,7.71M subscribers,Huawei Mate XS - Ultimate Foldable Smartphone?,2.5M views,1 year ago,,,
567,Mrwhosetheboss,7.71M subscribers,iPhone 12 Pro Max vs Samsung Note 20 Ultra / Huawei / Xiaomi / OnePlus Battery Life DRAIN Test.,2.5M views,8 months ago,,,
568,Mrwhosetheboss,7.71M subscribers,7 Crazy Things you can do with your Smartphone!,2.4M views,3 years ago,,,
569,Mrwhosetheboss,7.71M subscribers,Samsung Note 9 vs S9+ / iPhone X / OnePlus 6 Battery Life DRAIN TEST,2.4M views,2 years ago,,,
570,Mrwhosetheboss,7.71M subscribers,DON'T buy this Smartphone.,2.4M views,5 months ago,,,
571,Mrwhosetheboss,7.71M subscribers,Samsung Galaxy S20 Ultra - Exynos vs Snapdragon.,2.4M views,1 year ago,,,
572,Mrwhosetheboss,7.71M subscribers,"World's first ""FREE TO USE"" Smartphone?",2.4M views,2 years ago,,,
573,Mrwhosetheboss,7.71M subscribers,Samsung Galaxy S10+ Clone Unboxing!,2.4M views,2 years ago,,,
574,Mrwhosetheboss,7.71M subscribers,The Ultimate Google Android Comparison.,2.4M views,1 year ago,,,
575,Mrwhosetheboss,7.71M subscribers,"$17,000 Ultimate Gaming Setup - 2017",2.4M views,4 years ago,,,
576,Mrwhosetheboss,7.71M subscribers,OnePlus 7 Pro in 2020 - Wow.,2.4M views,10 months ago,,,
577,Mrwhosetheboss,7.71M subscribers,OnePlus 7 Pro vs Samsung S10+ vs Huawei P30 Pro OVERHEATING TEST.,2.3M views,2 years ago,,,
578,Mrwhosetheboss,7.71M subscribers,Beware of Fake Reviewers! ⚠️,2.3M views,6 months ago,,,
579,Mrwhosetheboss,7.71M subscribers,7 AMAZING Cheap Smartphone Gadgets!,2.3M views,3 years ago,,,
580,Mrwhosetheboss,7.71M subscribers,Apple is not what it used to be.,2.3M views,7 months ago,,,
581,Mrwhosetheboss,7.71M subscribers,Samsung S10 Plus vs iPhone XS Max / Mate 20 Pro EXTREME Camera Test,2.3M views,2 years ago,,,
582,Mrwhosetheboss,7.71M subscribers,Google Pixel 4 - The Complicated Truth.,2.3M views,1 year ago,,,
583,Mrwhosetheboss,7.71M subscribers,Dear Smartphone Makers.,2.3M views,1 year ago,,,
584,Mrwhosetheboss,7.71M subscribers,Huawei P30 Pro vs iPhone XS Max / Samsung S10 Plus Battery DRAIN Test,2.3M views,2 years ago,,,
585,Mrwhosetheboss,7.71M subscribers,I switched to a £99 Smartphone - here's what I found out.,2.2M views,1 year ago,,,
586,Mrwhosetheboss,7.71M subscribers,OnePlus 8 vs iPhone 11,2.2M views,1 year ago,,,
587,Mrwhosetheboss,7.71M subscribers,The Biggest Smartphone Unboxing EVER?,2.2M views,1 year ago,,,
588,Mrwhosetheboss,7.71M subscribers,The Best Android Launcher of 2018?,2.2M views,3 years ago,,,
589,Mrwhosetheboss,7.71M subscribers,Mystery Unboxing from Xiaomi?,2.2M views,2 years ago,,,
590,Mrwhosetheboss,7.71M subscribers,"What you NEED to know about iPhone 8 ""Water Resistance""",2.2M views,3 years ago,,,
591,Mrwhosetheboss,7.71M subscribers,OnePlus 8 Pro vs Samsung S20 Ultra vs iPhone 11 Pro Max Camera Test Comparison!,2.2M views,1 year ago,,,
592,Mrwhosetheboss,7.71M subscribers,Why Mid-Range smartphones are the new Flagships.,2.2M views,1 year ago,,,
593,Mrwhosetheboss,7.71M subscribers,Unboxing the next OnePlus phone - World Exclusive!,2.2M views,1 month ago,,,
594,Mrwhosetheboss,7.71M subscribers,How KaiOS is catching up with Android.,2.2M views,1 year ago,,,
595,Mrwhosetheboss,7.71M subscribers,Nomu S50 Pro - Tough Stuff!,2.2M views,2 years ago,,,
596,Mrwhosetheboss,7.71M subscribers,13 Smartphone Gadgets that will Blow you away.,2.2M views,3 years ago,,,
597,Mrwhosetheboss,7.71M subscribers,OnePlus 7 Pro vs Samsung S10 Plus / iPhone XS Max / P30 Pro / Xiaomi Mi 9 Battery Life DRAIN TEST,2.2M views,2 years ago,,,
598,Mrwhosetheboss,7.71M subscribers,iPhone 8 vs Galaxy S8 vs Oneplus 5 - Battery Life Drain Test,2.1M views,3 years ago,,,
599,Mrwhosetheboss,7.71M subscribers,Top Smartphones of 2020? ft. MKBHD,2.1M views,1 year ago,,,
600,Mrwhosetheboss,7.71M subscribers,The 13 Most Ridiculous Phone Cases.,2.1M views,2 years ago,,,
601,Mrwhosetheboss,7.71M subscribers,Mystery Unboxing from Samsung.,2.1M views,1 year ago,,,
602,Mrwhosetheboss,,,,,"Apr 20, 2011","1,207,247,023 views","My name is Arun Maini. I'm a 25 year old Economics student whose life's passion is Technology.  I try to make videos that are to-the-point and as content-packed as possible, so if that sounds like your cup of tea, a sub would be massively appreciated! 🙏"
603,Jon Rettinger,1.59M subscribers,Xbox 360 vs. PS3: Round 1 (Controller),8.3M views,11 years ago,,,
604,Jon Rettinger,1.59M subscribers,Xbox 360 Slim Unboxing,4.1M views,11 years ago,,,
605,Jon Rettinger,1.59M subscribers,iPhone 5 Review!,2.9M views,8 years ago,,,
606,Jon Rettinger,1.59M subscribers,Apple iPad Vs. Samsung Galaxy Tab,2.8M views,10 years ago,,,
607,Jon Rettinger,1.59M subscribers,iPhone 11 vs iPhone XR: Don’t Make A Mistake,2.6M views,1 year ago,,,
608,Jon Rettinger,1.59M subscribers,Xbox 360 vs. PS3: Round 2 (Hardware),2.4M views,11 years ago,,,
609,Jon Rettinger,1.59M subscribers,Siri the Comedian?,2.1M views,9 years ago,,,
610,Jon Rettinger,1.59M subscribers,Blackberry Storm Vs. iPhone 3G,2M views,12 years ago,,,
611,Jon Rettinger,1.59M subscribers,iPhone 4 vs Blackberry Torch,2M views,10 years ago,,,
612,Jon Rettinger,1.59M subscribers,Xbox 360 vs. PS3: Round 4 (CPU),2M views,11 years ago,,,
613,Jon Rettinger,1.59M subscribers,iPhone Secret Codes!,1.9M views,5 years ago,,,
614,Jon Rettinger,1.59M subscribers,Google Nexus One Vs. iPhone 3GS,1.9M views,11 years ago,,,
615,Jon Rettinger,1.59M subscribers,Siri vs. Google Search (Jelly Bean),1.9M views,9 years ago,,,
616,Jon Rettinger,1.59M subscribers,iPhone 8 Review: I Was Wrong,1.8M views,3 years ago,,,
617,Jon Rettinger,1.59M subscribers,Smart Keyboard App Review (What's The Apps),1.8M views,10 years ago,,,
618,Jon Rettinger,1.59M subscribers,iPhone 4 Vs. iPhone 3GS,1.8M views,11 years ago,,,
619,Jon Rettinger,1.59M subscribers,Simple iPhone 3GS Tips & Tricks,1.7M views,12 years ago,,,
620,Jon Rettinger,1.59M subscribers,iPhone 5 Revealed!,1.7M views,9 years ago,,,
621,Jon Rettinger,1.59M subscribers,iPhone X vs Pixel 2 XL: We're All Wrong,1.7M views,3 years ago,,,
622,Jon Rettinger,1.59M subscribers,iPhone 5 Unboxing!,1.7M views,8 years ago,,,
623,Jon Rettinger,1.59M subscribers,iPhone 4S Unboxing!,1.6M views,9 years ago,,,
624,Jon Rettinger,1.59M subscribers,Samsung Galaxy S IV Unbreakable Screen and More,1.6M views,8 years ago,,,
625,Jon Rettinger,1.59M subscribers,Motorola Droid Vs. iPhone 3GS,1.6M views,11 years ago,,,
626,Jon Rettinger,1.59M subscribers,Samsung Galaxy S5 and iPhone 6,1.6M views,7 years ago,,,
627,Jon Rettinger,1.59M subscribers,iPhone 5 with 4.6-Inch Retina Displays and Google Nexus Tablets?,1.6M views,9 years ago,,,
628,Jon Rettinger,1.59M subscribers,Google Nexus 7 Review,1.5M views,9 years ago,,,
629,Jon Rettinger,1.59M subscribers,Surface Pro 4 Review: The Laptop of the Future!,1.5M views,5 years ago,,,
630,Jon Rettinger,1.59M subscribers,HTC One Review,1.5M views,8 years ago,,,
631,Jon Rettinger,1.59M subscribers,iPhone 4 vs HTC Evo 4G,1.5M views,11 years ago,,,
632,Jon Rettinger,1.59M subscribers,Five Mac Apps You Should Be Using!,1.5M views,6 years ago,,,
633,Jon Rettinger,1.59M subscribers,iPhone 4 Unboxing!,1.5M views,11 years ago,,,
634,Jon Rettinger,1.59M subscribers,PS3 Slim vs. PS3 Fat,1.4M views,11 years ago,,,
635,Jon Rettinger,1.59M subscribers,I Tried Android for the First Time,1.4M views,4 years ago,,,
636,Jon Rettinger,1.59M subscribers,iPhone 5 vs Samsung Galaxy S III,1.4M views,8 years ago,,,
637,Jon Rettinger,1.59M subscribers,iPhone 6 Plus: I made a BIG mistake,1.4M views,6 years ago,,,
638,Jon Rettinger,1.59M subscribers,Blackberry Bold 9900 Review,1.4M views,9 years ago,,,
639,Jon Rettinger,1.59M subscribers,Xbox 360 vs. PS3: Round 5 (GPU),1.4M views,11 years ago,,,
640,Jon Rettinger,1.59M subscribers,How to run Windows 10 on your Mac (Boot Camp),1.4M views,5 years ago,,,
641,Jon Rettinger,1.59M subscribers,Xbox Kinect Vs. Playstation Move,1.3M views,11 years ago,,,
642,Jon Rettinger,1.59M subscribers,iOS 9 is here - Check out what's new! (Beta),1.3M views,6 years ago,,,
643,Jon Rettinger,1.59M subscribers,iPhone SE (2020) vs iPhone 11: Don’t Make A Mistake,1.3M views,1 year ago,,,
644,Jon Rettinger,1.59M subscribers,Tesla’s New Master Plan Revealed!,1.3M views,4 years ago,,,
645,Jon Rettinger,1.59M subscribers,Xbox 360 vs. PS3: Round 9 (Multi-Platform Games),1.2M views,11 years ago,,,
646,Jon Rettinger,1.59M subscribers,iPhone X Review: It Changed My Mind,1.2M views,3 years ago,,,
647,Jon Rettinger,1.59M subscribers,iPhone X: First Look,1.2M views,3 years ago,,,
648,Jon Rettinger,1.59M subscribers,New Xbox Slim Vs. Old Xbox Fat,1.2M views,11 years ago,,,
649,Jon Rettinger,1.59M subscribers,iPad 2 Unboxing!,1.2M views,10 years ago,,,
650,Jon Rettinger,1.59M subscribers,HTC One X Review - The King of Android,1.1M views,9 years ago,,,
651,Jon Rettinger,1.59M subscribers,Windows 7 Overview: Better than Vista?,1.1M views,11 years ago,,,
652,Jon Rettinger,1.59M subscribers,Galaxy Note III and Galaxy S IV,1.1M views,8 years ago,,,
653,Jon Rettinger,1.59M subscribers,Console Wars: Xbox One Vs. PlayStation 4 - Controllers (Round 1),1.1M views,7 years ago,,,
654,Jon Rettinger,1.59M subscribers,Tesla Model 3 - The BMW 3 Killer is Coming!,1.1M views,7 years ago,,,
655,Jon Rettinger,1.59M subscribers,Xbox 360 vs. PS3: Round 12 (Finale),1.1M views,11 years ago,,,
656,Jon Rettinger,1.59M subscribers,Apple Watch Series 3: Two Month Review,1.1M views,3 years ago,,,
657,Jon Rettinger,1.59M subscribers,Xbox 360 vs. PS3: Round 7 (Online Experience),1.1M views,11 years ago,,,
658,Jon Rettinger,1.59M subscribers,iPad 2 vs. BlackBerry Playbook,1.1M views,10 years ago,,,
659,Jon Rettinger,1.59M subscribers,Nintendo 3DS Unboxing,1.1M views,10 years ago,,,
660,Jon Rettinger,1.59M subscribers,Playstation 3 Slim Unboxing,1.1M views,11 years ago,,,
661,Jon Rettinger,1.59M subscribers,HP Veer Unboxing: Smallest Smartphone Ever?,1.1M views,10 years ago,,,
662,Jon Rettinger,1.59M subscribers,iPad Mini Review,1.1M views,8 years ago,,,
663,Jon Rettinger,1.59M subscribers,Xbox 360 vs. PS3: Round 6 (UI),1M views,11 years ago,,,
664,Jon Rettinger,1.59M subscribers,iPad 4 Review,1M views,8 years ago,,,
665,Jon Rettinger,1.59M subscribers,iPhone X Two Months Later: New Problems,1M views,3 years ago,,,
666,Jon Rettinger,1.59M subscribers,iPad 2 Review!,1M views,10 years ago,,,
667,Jon Rettinger,1.59M subscribers,iPhone 4: FaceTime Demo,1M views,11 years ago,,,
668,Jon Rettinger,1.59M subscribers,iPad 2 vs. iPad (Original),1M views,10 years ago,,,
669,Jon Rettinger,1.59M subscribers,Galaxy S8 Two Months Later: Was It a Mistake?,1M views,4 years ago,,,
670,Jon Rettinger,1.59M subscribers,White iPhone 4 Unboxing!,1M views,10 years ago,,,
671,Jon Rettinger,1.59M subscribers,The new Apple iSlate & Tablet Rumors,983K views,11 years ago,,,
672,Jon Rettinger,1.59M subscribers,Nokia Lumia 900 Review - Worth the Wait?,975K views,9 years ago,,,
673,Jon Rettinger,1.59M subscribers,Canon EOS 5D Mark III Review,972K views,8 years ago,,,
674,Jon Rettinger,1.59M subscribers,HTC Sensation Review!,966K views,10 years ago,,,
675,Jon Rettinger,1.59M subscribers,iPhone 6 Plus Hands-On,954K views,6 years ago,,,
676,Jon Rettinger,1.59M subscribers,Review: Beats by Dre Studio Headphones,954K views,11 years ago,,,
677,Jon Rettinger,1.59M subscribers,You Should Wait for the iPhone 12 Pro,936K views,1 year ago,,,
678,Jon Rettinger,1.59M subscribers,iPhone 4 vs Motorola Droid X,934K views,11 years ago,,,
679,Jon Rettinger,1.59M subscribers,iPhone 4 vs iPod Touch (2010) - Speed Test,928K views,10 years ago,,,
680,Jon Rettinger,1.59M subscribers,iPhone 4 vs. Samsung Captivate,928K views,10 years ago,,,
681,Jon Rettinger,1.59M subscribers,OLED vs QLED TV: Don't make a mistake,922K views,9 months ago,,,
682,Jon Rettinger,1.59M subscribers,Nokia Lumia 800 Review,907K views,9 years ago,,,
683,Jon Rettinger,1.59M subscribers,iPhone 3GS vs. iPhone 3G,885K views,12 years ago,,,
684,Jon Rettinger,1.59M subscribers,New Xbox 360 Slim Speed Test - Faster?,881K views,11 years ago,,,
685,Jon Rettinger,1.59M subscribers,Sony Xperia Z Unboxing,879K views,8 years ago,,,
686,Jon Rettinger,1.59M subscribers,Blackberry Storm 2 Vs. iPhone 3GS,879K views,11 years ago,,,
687,Jon Rettinger,1.59M subscribers,The TRUTH about Tesla's V3 Solar Roof,838K views,1 year ago,,,
688,Jon Rettinger,1.59M subscribers,New MacBook Hands-On! (12-inch Retina Display),817K views,6 years ago,,,
689,Jon Rettinger,1.59M subscribers,HTC One vs iPhone 5,812K views,8 years ago,,,
690,Jon Rettinger,1.59M subscribers,Samsung Galaxy Note II Unboxing & Hands On!,803K views,8 years ago,,,
691,Jon Rettinger,1.59M subscribers,Nikon Coolpix P510 Review - Giant Zoom!,800K views,9 years ago,,,
692,Jon Rettinger,1.59M subscribers,Samsung Galaxy Note: 1 Month Later (Review),783K views,9 years ago,,,
693,Jon Rettinger,1.59M subscribers,Palm Pre Vs. iPhone 3G,782K views,12 years ago,,,
694,Jon Rettinger,1.59M subscribers,Siri vs. S Voice: The Showdown!,778K views,9 years ago,,,
695,Jon Rettinger,1.59M subscribers,2013 Ford Mustang GT 1st Drive - 420 HP of Fury!,767K views,9 years ago,,,
696,Jon Rettinger,1.59M subscribers,Unboxing the Nintendo Wii,763K views,11 years ago,,,
697,Jon Rettinger,1.59M subscribers,iPad 2: Coming Soon?,761K views,10 years ago,,,
698,Jon Rettinger,1.59M subscribers,Don’t Buy Google Wifi 😡,750K views,4 years ago,,,
699,Jon Rettinger,1.59M subscribers,Will This Robot Take Over Your House?,748K views,2 years ago,,,
700,Jon Rettinger,1.59M subscribers,Samsung Galaxy S III Unboxing!,748K views,9 years ago,,,
701,Jon Rettinger,1.59M subscribers,Surface Book Review: We Made a Mistake,744K views,5 years ago,,,
702,Jon Rettinger,1.59M subscribers,I Outsmarted Apple,729K views,2 years ago,,,
703,Jon Rettinger,1.59M subscribers,Nokia Lumia 920 Review,727K views,8 years ago,,,
704,Jon Rettinger,1.59M subscribers,iPod Nano (2010) Review!,727K views,10 years ago,,,
705,Jon Rettinger,1.59M subscribers,Top 5 Camera Apps for Android To Improve Your Experience,722K views,6 years ago,,,
706,Jon Rettinger,1.59M subscribers,Xbox 360 vs. PS3: Round 8 (Media Playback),721K views,11 years ago,,,
707,Jon Rettinger,1.59M subscribers,Samsung Galaxy Note II Review,718K views,8 years ago,,,
708,Jon Rettinger,1.59M subscribers,PSP Go Unboxing,717K views,11 years ago,,,
709,Jon Rettinger,1.59M subscribers,iPad 2 Vs. Asus Transformer!,713K views,10 years ago,,,
710,Jon Rettinger,1.59M subscribers,You’ve Never Heard Sunglasses Like This,711K views,2 years ago,,,
711,Jon Rettinger,1.59M subscribers,Tesla Model Y: What You Need to Know,705K views,4 years ago,,,
712,Jon Rettinger,1.59M subscribers,Don't Buy the Surface Laptop,700K views,4 years ago,,,
713,Jon Rettinger,1.59M subscribers,Tesla Model X: 1 Month Later,694K views,4 years ago,,,
714,Jon Rettinger,1.59M subscribers,iPhone 5c Unboxing,693K views,7 years ago,,,
715,Jon Rettinger,1.59M subscribers,Xbox 360 Kinect Setup,690K views,10 years ago,,,
716,Jon Rettinger,1.59M subscribers,Apple AirPods - The Final Review,687K views,2 years ago,,,
717,Jon Rettinger,1.59M subscribers,New MacBook Pro Unboxing!,677K views,10 years ago,,,
718,Jon Rettinger,1.59M subscribers,iPhone 6s Hands-On! (Rose Gold),670K views,5 years ago,,,
719,Jon Rettinger,1.59M subscribers,Surface Pro 4 Unboxing and Impressions!,669K views,5 years ago,,,
720,Jon Rettinger,1.59M subscribers,From Mac to Windows: What I Learned,669K views,4 years ago,,,
721,Jon Rettinger,1.59M subscribers,Google Pixel 5 Leaks: EVERYTHING changes,666K views,1 year ago,,,
722,Jon Rettinger,1.59M subscribers,Galaxy S8 vs iPhone 7: Battle for the Best!,654K views,4 years ago,,,
723,Jon Rettinger,1.59M subscribers,iPad Mini Unboxing,650K views,8 years ago,,,
724,Jon Rettinger,1.59M subscribers,LG G Flex Unboxing,642K views,7 years ago,,,
725,Jon Rettinger,1.59M subscribers,Oppo Find 5 Unboxing!,638K views,8 years ago,,,
726,Jon Rettinger,1.59M subscribers,Blackberry Torch 9800 Unboxing,627K views,10 years ago,,,
727,Jon Rettinger,1.59M subscribers,Tesla Model Y vs Model 3 Review: Don't make a mistake!,621K views,1 year ago,,,
728,Jon Rettinger,1.59M subscribers,"Red, Blue & White iPhone 4 Unboxing!",616K views,10 years ago,,,
729,Jon Rettinger,1.59M subscribers,Apple iPad Unboxing!,614K views,11 years ago,,,
730,Jon Rettinger,1.59M subscribers,iPad 2 Smart Covers Review,604K views,10 years ago,,,
731,Jon Rettinger,1.59M subscribers,iPhone 5s Unboxing,599K views,7 years ago,,,
732,Jon Rettinger,1.59M subscribers,"Everything iPhone 5, iOS 6, and WWDC 2012",592K views,9 years ago,,,
733,Jon Rettinger,1.59M subscribers,HTC One Unboxing,590K views,8 years ago,,,
734,Jon Rettinger,1.59M subscribers,iPad Pro Hands-On! (12.9-inch),584K views,5 years ago,,,
735,Jon Rettinger,1.59M subscribers,Canon EOS 60D Review,580K views,10 years ago,,,
736,Jon Rettinger,1.59M subscribers,Beats Studio Wireless Headphone Review!,572K views,6 years ago,,,
737,Jon Rettinger,1.59M subscribers,Fake Galaxy S III - Buyer Beware!,569K views,8 years ago,,,
738,Jon Rettinger,1.59M subscribers,iPhone 4 Review,568K views,11 years ago,,,
739,Jon Rettinger,1.59M subscribers,iPhone 4 Vs. iPad,562K views,11 years ago,,,
740,Jon Rettinger,1.59M subscribers,TechnoBuffalo - iPad 3 Gets Retina While Amazon Goes Hollywood,560K views,10 years ago,,,
741,Jon Rettinger,1.59M subscribers,Apple iPhone 6 Plus: Two Months Later,556K views,6 years ago,,,
742,Jon Rettinger,1.59M subscribers,Console Wars: Xbox One Vs. PlayStation 4 -- Hardware (Round 2),549K views,7 years ago,,,
743,Jon Rettinger,1.59M subscribers,Asus Eee Pad Transformer Review,548K views,10 years ago,,,
